"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.4.6.5.3";"task5.task328.task401.task425.task428";"        تست تاسیسات مکانیکی سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.6";"task5.task328.task401.task429";"      تاسیسات برقی فاز 2";"2018-05-06";"2018-05-11";5.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.6.1";"task5.task328.task401.task429.task430";"        نصب کلید و پریز سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.6.2";"task5.task328.task401.task429.task431";"        نصب تجهیزات صوت سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.6.6.3";"task5.task328.task401.task429.task432";"        نصب تجهیزات روشنایی سرویس بهداشتی بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.7";"task5.task328.task433";"    دفتر تجاری";"2017-07-18";"2018-01-17";183.0;0.0;0.0;0.0;500;"";"";"done";9;0;9;"100%";"";"";1.0;"on schedule";"762995814,00"
"4.4.7.1";"task5.task328.task433.task434";"      تاسیسات مکانیکی فاز 1";"2017-09-01";"2017-12-05";95.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"431215820,00"
"4.4.7.1.1";"task5.task328.task433.task434.task435";"        ساخت کانال دفتر تجاری   بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"14723280,00"
"4.4.7.1.2";"task5.task328.task433.task434.task436";"        ساپورت زنی و شاسی کشی دفتر تجاری بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23516350,00"
"4.4.7.1.3";"task5.task328.task433.task434.task437";"        نصب کانال دفتر تجاری بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"14723280,00"
"4.4.7.1.4";"task5.task328.task433.task434.task438";"        عایق کانال دفتر تجاری بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23220000,00"
"4.4.7.1.5";"task5.task328.task433.task434.task439";"        لوله اطفاء حریق دفتر تجاری بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"130130000,00"
"4.4.7.1.6";"task5.task328.task433.task434.task440";"        تست لوله ها دفتر تجاری بلوک 11";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"9295000,00"
"4.4.7.2";"task5.task328.task433.task441";"      تاسیسات برقی فاز 1";"2018-01-04";"2018-01-17";13.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"5170040,00"
"4.4.7.2.1";"task5.task328.task433.task441.task442";"        سوراخکاری و شیارزنی دفتر تجاری بلوک 11";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"380000,00"
"4.4.7.2.2";"task5.task328.task433.task441.task443";"        لوله گذاری اعلام حریق دفتر تجاری بلوک 11";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2205020,00"
"4.4.7.3";"task5.task328.task433.task444";"      نازک کاری";"2017-07-18";"2017-07-23";5.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"72278016,00"
"4.4.7.3.1";"task5.task328.task433.task444.task445";"        سرامیک دفتر تجاری بلوک 11";"2017-07-23";"2017-07-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"36139008,00"
"4.4.8";"task5.task328.task446";"    رستوران";"2017-09-01";"2018-05-11";252.0;0.0;0.0;0.0;500;"";"";"in progress";9;0;9;"41%";"";"";1.0;"on schedule";"596721600,00"
"4.4.8.1";"task5.task328.task446.task447";"      سفتکاری";"2017-09-01";"2017-09-06";5.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"133253120,00"
"4.4.8.1.1";"task5.task328.task446.task447.task448";"        نصب وال پست رستوران بلوک 11";"2017-09-06";"2017-09-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"29149120,00"
"4.4.8.1.2";"task5.task328.task446.task447.task449";"        دیوارچینی هبلکس رستوران بلوک 11";"2017-09-06";"2017-09-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37477440,00"
"4.4.8.2";"task5.task328.task446.task450";"      تاسیسات مکانیکی فاز 1";"2017-09-07";"2017-12-09";93.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"329452992,00"
"4.4.8.2.1";"task5.task328.task446.task450.task451";"        ساخت کانال رستوران   بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"28911168,00"
"4.4.8.2.2";"task5.task328.task446.task450.task452";"        ساپورت زنی و شاسی کشی رستوران بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"46177560,00"
"4.4.8.2.3";"task5.task328.task446.task450.task453";"        نصب کانال رستوران بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"28911168,00"
"4.4.8.2.4";"task5.task328.task446.task450.task454";"        عایق کانال رستوران بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"28380000,00"
"4.4.8.2.5";"task5.task328.task446.task450.task455";"        لوله اطفاء حریق رستوران بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"30190160,00"
"4.4.8.2.6";"task5.task328.task446.task450.task456";"        تست لوله ها رستوران بلوک 11";"2017-12-09";"2017-12-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2156440,00"
"4.4.8.3";"task5.task328.task446.task457";"      نازک کاری";"2018-03-28";"2018-04-01";4.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"134015488,00"
"4.4.8.3.1";"task5.task328.task446.task457.task458";"        کفسازی رستوران بلوک 11";"2018-04-01";"2018-04-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"67007744,00"
"4.4.8.4";"task5.task328.task446.task459";"      تاسیسات مکانیکی فاز 2";"2018-05-04";"2018-05-11";7.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.8.4.1";"task5.task328.task446.task459.task460";"        نصب دمپر و فایر دمپر رستوران بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.8.4.2";"task5.task328.task446.task459.task461";"        نصب دریچه هوا رستوران بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.8.4.3";"task5.task328.task446.task459.task462";"        تست تاسیسات مکانیکی رستوران بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.9";"task5.task328.task463";"    آشپزخانه";"2017-09-03";"2018-05-11";250.0;0.0;0.0;0.0;500;"";"";"in progress";19;0;19;"48%";"";"";1.0;"behind schedule";"2122488874,00"
"4.4.9.1";"task5.task328.task463.task464";"      سفتکاری";"2017-09-03";"2017-11-24";82.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"471858816,00"
"4.4.9.1.1";"task5.task328.task463.task464.task465";"        نصب وال پست آشپزخانه بلوک 11";"2017-11-24";"2017-11-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"102438336,00"
"4.4.9.1.2";"task5.task328.task463.task464.task466";"        دیوارچینی هبلکس آشپزخانه بلوک 11";"2017-11-24";"2017-11-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"131706432,00"
"4.4.9.1.3";"task5.task328.task463.task464.task467";"        نصب پیش فریم آشپزخانه بلوک 11";"2017-11-24";"2017-11-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.4.9.2";"task5.task328.task463.task468";"      تاسیسات مکانیکی فاز 1";"2017-09-13";"2017-12-26";104.0;0.0;0.0;0.0;500;"";"";"in progress";9;0;9;"99%";"";"";1.0;"behind schedule";"567212240,00"
"4.4.9.2.1";"task5.task328.task463.task468.task469";"        ساخت کانال آشپزخانه   بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"26769600,00"
"4.4.9.2.2";"task5.task328.task463.task468.task470";"        ساپورت زنی و شاسی کشی آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"42757000,00"
"4.4.9.2.3";"task5.task328.task463.task468.task471";"        نصب کانال آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"26769600,00"
"4.4.9.2.4";"task5.task328.task463.task468.task472";"        عایق کانال آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"25800000,00"
"4.4.9.2.5";"task5.task328.task463.task468.task473";"        لوله سرد و گرم فن کوئل آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17846400,00"
"4.4.9.2.6";"task5.task328.task463.task468.task474";"        لوله سرد و گرم مصرفی آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22308000,00"
"4.4.9.2.7";"task5.task328.task463.task468.task475";"        لوله اطفاء حریق آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"52052000,00"
"4.4.9.2.8";"task5.task328.task463.task468.task476";"        عایق لوله آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"62239320,00"
"4.4.9.2.9";"task5.task328.task463.task468.task477";"        تست لوله ها آشپزخانه بلوک 11";"2017-12-26";"2017-12-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"7064200,00"
"4.4.9.3";"task5.task328.task463.task478";"      تاسیسات برقی فاز 1";"2018-01-07";"2018-01-24";17.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"99%";"";"";1.0;"behind schedule";"33558200,00"
"4.4.9.3.1";"task5.task328.task463.task478.task479";"        سوراخکاری و شیارزنی آشپزخانه بلوک 11";"2018-01-24";"2018-01-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1900000,00"
"4.4.9.3.2";"task5.task328.task463.task478.task480";"        لوله گذاری صوت، روشنایی و اعلام حریق آشپزخانه بلوک 11";"2018-01-24";"2018-01-24";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"11025100,00"
"4.4.9.3.3";"task5.task328.task463.task478.task481";"        کابل کشی ولتاژ ضعیف آشپزخانه بلوک 11";"2018-01-24";"2018-01-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"3854000,00"
"4.4.9.4";"task5.task328.task463.task482";"      نازک کاری";"2018-02-12";"2018-04-09";56.0;0.0;0.0;0.0;500;"";"";"in progress";4;0;4;"26%";"";"";1.0;"behind schedule";"1049859618,00"
"4.4.9.4.1";"task5.task328.task463.task482.task483";"        زیرسازی سقف کاذب آشپزخانه بلوک 11";"2018-04-09";"2018-04-09";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"18%";"";"";1.0;"behind schedule";"163026864,00"
"4.4.9.4.2";"task5.task328.task463.task482.task484";"        نصب پنل سقف کاذب آشپزخانه بلوک 11";"2018-04-09";"2018-04-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"152110017,00"
"4.4.9.4.3";"task5.task328.task463.task482.task485";"        نصب درب و پنجره آشپزخانه بلوک 11";"2018-04-09";"2018-04-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"111540000,00"
"4.4.9.4.4";"task5.task328.task463.task482.task486";"        کفسازی آشپزخانه بلوک 11";"2018-04-09";"2018-04-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"98252928,00"
"4.4.9.5";"task5.task328.task463.task487";"      تاسیسات مکانیکی فاز 2";"2018-04-25";"2018-05-11";16.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.9.5.1";"task5.task328.task463.task487.task488";"        نصب دمپر و فایر دمپر آشپزخانه بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.9.5.2";"task5.task328.task463.task487.task489";"        نصب جعبه و کپسول آتش نشانی آشپزخانه بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.9.5.3";"task5.task328.task463.task487.task490";"        نصب دریچه هوا آشپزخانه بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.9.5.4";"task5.task328.task463.task487.task491";"        تست تاسیسات مکانیکی آشپزخانه بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.10";"task5.task328.task492";"    اتاق هوارسان";"2017-12-14";"2018-04-30";137.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"28%";"";"";1.0;"behind schedule";"1888522788,00"
"4.4.10.1";"task5.task328.task492.task493";"      سفتکاری";"2018-01-03";"2018-01-06";3.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"8551000,00"
"4.4.10.1.1";"task5.task328.task492.task493.task494";"        فونداسیون هوارسان اتاق هوارسان بلوک 11";"2018-01-06";"2018-01-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4275500,00"
"4.4.10.2";"task5.task328.task492.task495";"      نازک کاری";"2017-12-14";"2018-04-30";137.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"21%";"";"";1.0;"behind schedule";"1250464192,00"
"4.4.10.2.1";"task5.task328.task492.task495.task496";"        پوشش دیوارها اتاق هوارسان بلوک 11";"2018-04-30";"2018-04-30";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"89259982,00"
"4.4.10.2.2";"task5.task328.task492.task495.task497";"        زیرسازی سقف کاذب اتاق هوارسان بلوک 11";"2018-04-30";"2018-04-30";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"66210144,00"
"4.4.10.2.3";"task5.task328.task492.task495.task498";"        نصب پنل سقف کاذب اتاق هوارسان بلوک 11";"2018-04-30";"2018-04-30";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"61776482,00"
"4.4.10.2.4";"task5.task328.task492.task495.task499";"        کفسازی اتاق هوارسان بلوک 11";"2018-04-30";"2018-04-30";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"39903488,00"
"4.4.10.2.5";"task5.task328.task492.task495.task500";"        رنگ آمیزی اتاق هوارسان بلوک 11";"2018-04-30";"2018-04-30";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"368082000,00"
"4.4.11";"task5.task328.task501";"    زباله دان";"2017-09-08";"2018-05-11";245.0;0.0;0.0;0.0;500;"";"";"in progress";12;0;12;"56%";"";"";1.0;"on schedule";"272231564,00"
"4.4.11.1";"task5.task328.task501.task502";"      سفتکاری";"2017-09-08";"2017-11-25";78.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"152170304,00"
"4.4.11.1.1";"task5.task328.task501.task502.task503";"        نصب وال پست زباله دان بلوک 11";"2017-11-25";"2017-11-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"32896864,00"
"4.4.11.1.2";"task5.task328.task501.task502.task504";"        دیوارچینی هبلکس زباله دان بلوک 11";"2017-11-25";"2017-11-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"42295968,00"
"4.4.11.1.3";"task5.task328.task501.task502.task505";"        نصب پیش فریم زباله دان بلوک 11";"2017-11-25";"2017-11-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"892320,00"
"4.4.11.2";"task5.task328.task501.task506";"      تاسیسات برقی فاز 1";"2018-01-10";"2018-01-26";16.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"26665080,00"
"4.4.11.2.1";"task5.task328.task501.task506.task507";"        سوراخکاری و شیارزنی زباله دان بلوک 11";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"950000,00"
"4.4.11.2.2";"task5.task328.task501.task506.task508";"        لوله گذاری صوت، روشنایی و اعلام حریق زباله دان بلوک 11";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"3528032,00"
"4.4.11.2.3";"task5.task328.task501.task506.task509";"        کابل کشی جریان ضعیف(تلفن) زباله دان بلوک 11";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"300508,00"
"4.4.11.2.4";"task5.task328.task501.task506.task510";"        کابل کشی ولتاژ ضعیف زباله دان بلوک 11";"2018-01-26";"2018-01-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8554000,00"
"4.4.11.3";"task5.task328.task501.task511";"      نازک کاری";"2018-01-26";"2018-02-09";14.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"93396180,00"
"4.4.11.3.1";"task5.task328.task501.task511.task512";"        زیرسازی سقف کاذب زباله دان بلوک 11";"2018-02-09";"2018-02-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"6246240,00"
"4.4.11.3.2";"task5.task328.task501.task511.task513";"        نصب پنل سقف کاذب زباله دان بلوک 11";"2018-02-09";"2018-02-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"5827970,00"
"4.4.11.3.3";"task5.task328.task501.task511.task514";"        نصب درب و پنجره زباله دان بلوک 11";"2018-02-09";"2018-02-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18590000,00"
"4.4.11.3.4";"task5.task328.task501.task511.task515";"        کفسازی زباله دان بلوک 11";"2018-02-09";"2018-02-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"3764480,00"
"4.4.11.3.5";"task5.task328.task501.task511.task516";"        رنگ آمیزی زباله دان بلوک 11";"2018-02-09";"2018-02-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"12269400,00"
"4.4.11.4";"task5.task328.task501.task517";"      تاسیسات برقی فاز 2";"2018-05-05";"2018-05-11";6.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.11.4.1";"task5.task328.task501.task517.task518";"        نصب کلید و پریز زباله دان بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.4.11.4.2";"task5.task328.task501.task517.task519";"        نصب تجهیزات روشنایی زباله دان بلوک 11";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
